regiao,estado,municipio,revenda,cnpj,endereco,rua,complemento,bairro,cep,produto,data,valor_venda,valor_compra,unidade_medida,bandeira
SE,SP,INDAIATUBA,POSTO DOS ESTEVES LTDA," 20.763.169/0001-00",AVENIDA ITORORO,160,,CENTRO,13330-055,GASOLINA,10/12/2023,5.3,,R$ / litro,IPIRANGA
SE,SP,SUZANO,AUTO POSTO RODOANEL LESTE LTDA," 21.724.812/0001-50",AVENIDA MAJOR PINHEIRO FROES,2338,: A;,VILA MARIA DE MAGGI,08680-000,ETANOL,07/12/2023,3.6,,R$ / litro,RAIZEN
SE,SP,SUZANO,AUTO POSTO RODOANEL LESTE LTDA," 21.724.812/0001-50",AVENIDA MAJOR PINHEIRO FROES,2338,: A;,VILA MARIA DE MAGGI,08680-000,GASOLINA ADITIVADA,07/12/2023,5.1,,R$ / litro,RAIZEN
SE,SP,SUZANO,AUTO POSTO RODOANEL LESTE LTDA," 21.724.812/0001-50",AVENIDA MAJOR PINHEIRO FROES,2338,: A;,VILA MARIA DE MAGGI,08680-000,GASOLINA,07/12/2023,4.7,,R$ / litro,RAIZEN
SE,SP,MAUA,ESTAÇÃO MAUA AUTO POSTO LTDA," 21.496.977/0001-11",PRAÇA 22 DE NOVEMBRO,205,,CENTRO,09310-100,ETANOL,07/12/2023,3.5,,R$ / litro,IPIRANGA
SE,SP,MAUA,ESTAÇÃO MAUA AUTO POSTO LTDA," 21.496.977/0001-11",PRAÇA 22 DE NOVEMBRO,205,,CENTRO,09310-100,GASOLINA ADITIVADA,07/12/2023,4.8,,R$ / litro,IPIRANGA
SE,SP,MAUA,ESTAÇÃO MAUA AUTO POSTO LTDA," 21.496.977/0001-11",PRAÇA 22 DE NOVEMBRO,205,,CENTRO,09310-100,GASOLINA,07/12/2023,4.5,,R$ / litro,IPIRANGA
SE,SP,ARARAS,POSTO PAULISTA DE ARARAS LTDA," 22.890.422/0001-12",AVENIDA OTTO BARRETO,2055,,DISTRITO INDUSTRIAL II,13602-060,ETANOL,09/12/2023,3.7,,R$ / litro,ALESAT
SE,SP,ARARAS,POSTO PAULISTA DE ARARAS LTDA," 22.890.422/0001-12",AVENIDA OTTO BARRETO,2055,,DISTRITO INDUSTRIAL II,13602-060,GASOLINA,09/12/2023,4.8,,R$ / litro,ALESAT
SE,SP,LIMEIRA,AUTO POSTO RIO BRANCO DE LIMEIRA EIRELI," 22.019.736/0001-44",RUA HERMINIA ALIBERTI,126,,VILA GIOTO,13486-130,ETANOL,09/12/2023,3.3,,R$ / litro,BRANCA
SE,SP,LIMEIRA,AUTO POSTO RIO BRANCO DE LIMEIRA EIRELI," 22.019.736/0001-44",RUA HERMINIA ALIBERTI,126,,VILA GIOTO,13486-130,GASOLINA,09/12/2023,4.5,,R$ / litro,BRANCA
SE,SP,PINDAMONHANGABA,POSTO SOL DA DUTRA LTDA," 06.012.414/0006-21",RODOVIA PRESIDENTE DUTRA,S/N,KM 101,UNA,12400-970,ETANOL,10/12/2023,3.8,,R$ / litro,BRANCA
SE,SP,PINDAMONHANGABA,POSTO SOL DA DUTRA LTDA," 06.012.414/0006-21",RODOVIA PRESIDENTE DUTRA,S/N,KM 101,UNA,12400-970,GASOLINA ADITIVADA,10/12/2023,4.7,,R$ / litro,BRANCA
SE,SP,PINDAMONHANGABA,POSTO SOL DA DUTRA LTDA," 06.012.414/0006-21",RODOVIA PRESIDENTE DUTRA,S/N,KM 101,UNA,12400-970,GASOLINA,10/12/2023,4.6,,R$ / litro,BRANCA
SE,SP,TAUBATE,CENTRO AUTOMOTIVO SETE ESTRELAS LTDA," 55.278.543/0009-14",AVENIDA DOM PEDRO I,5391,,JARDIM BARONESA,12091-000,ETANOL,09/12/2023,3.8,,R$ / litro,BRANCA
SE,SP,TAUBATE,CENTRO AUTOMOTIVO SETE ESTRELAS LTDA," 55.278.543/0009-14",AVENIDA DOM PEDRO I,5391,,JARDIM BARONESA,12091-000,GASOLINA ADITIVADA,09/12/2023,4.7,,R$ / litro,BRANCA
SE,SP,TAUBATE,CENTRO AUTOMOTIVO SETE ESTRELAS LTDA," 55.278.543/0009-14",AVENIDA DOM PEDRO I,5391,,JARDIM BARONESA,12091-000,GASOLINA,09/12/2023,4.7,,R$ / litro,BRANCA
SE,SP,GUARULHOS,AUTO POSTO MAIA EIRELI," 22.603.910/0001-00",AVENIDA SALGADO FILHO,1686,,CENTRO,07115-000,ETANOL,08/12/2023,3.7,,R$ / litro,IPIRANGA
SE,SP,GUARULHOS,AUTO POSTO MAIA EIRELI," 22.603.910/0001-00",AVENIDA SALGADO FILHO,1686,,CENTRO,07115-000,GASOLINA ADITIVADA,08/12/2023,5.5,,R$ / litro,IPIRANGA
SE,SP,GUARULHOS,AUTO POSTO MAIA EIRELI," 22.603.910/0001-00",AVENIDA SALGADO FILHO,1686,,CENTRO,07115-000,GASOLINA,08/12/2023,4.8,,R$ / litro,IPIRANGA
SE,SP,BIRIGUI,JN COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA," 19.376.442/0001-65",ALAMEDA NEVIO DE CUNTO,835,SLJ,COLINAS PARQUE RESIDENCIAL,16207-005,ETANOL,10/12/2023,3.5,,R$ / litro,BRANCA
SE,SP,BIRIGUI,JN COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA," 19.376.442/0001-65",ALAMEDA NEVIO DE CUNTO,835,SLJ,COLINAS PARQUE RESIDENCIAL,16207-005,GASOLINA ADITIVADA,10/12/2023,5.2,,R$ / litro,BRANCA
SE,SP,BIRIGUI,JN COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA," 19.376.442/0001-65",ALAMEDA NEVIO DE CUNTO,835,SLJ,COLINAS PARQUE RESIDENCIAL,16207-005,GASOLINA,10/12/2023,5.2,,R$ / litro,BRANCA
SE,SP,PRAIA GRANDE,AUTO POSTO PORTAL DO ATLANTICO EIRELI," 20.773.468/0001-26",AVENIDA PRESIDENTE KENNEDY,11251,,BALNEARIO PAQUETA,11706-005,ETANOL,08/12/2023,3.9,,R$ / litro,VIBRA ENERGIA
SE,SP,PRAIA GRANDE,AUTO POSTO PORTAL DO ATLANTICO EIRELI," 20.773.468/0001-26",AVENIDA PRESIDENTE KENNEDY,11251,,BALNEARIO PAQUETA,11706-005,GASOLINA ADITIVADA,08/12/2023,5.1,,R$ / litro,VIBRA ENERGIA
SE,SP,PRAIA GRANDE,AUTO POSTO PORTAL DO ATLANTICO EIRELI," 20.773.468/0001-26",AVENIDA PRESIDENTE KENNEDY,11251,,BALNEARIO PAQUETA,11706-005,GASOLINA,08/12/2023,5,,R$ / litro,VIBRA ENERGIA
SE,SP,PRAIA GRANDE,AUTO POSTO AIMORES DE PRAIA GRANDE LTDA," 21.948.411/0001-83",AVENIDA PRESIDENTE KENNEDY,4854,,TUPI,11703-200,ETANOL,08/12/2023,4.3,,R$ / litro,VIBRA ENERGIA
SE,SP,PRAIA GRANDE,AUTO POSTO AIMORES DE PRAIA GRANDE LTDA," 21.948.411/0001-83",AVENIDA PRESIDENTE KENNEDY,4854,,TUPI,11703-200,GASOLINA ADITIVADA,08/12/2023,5.6,,R$ / litro,VIBRA ENERGIA
SE,SP,PRAIA GRANDE,AUTO POSTO AIMORES DE PRAIA GRANDE LTDA," 21.948.411/0001-83",AVENIDA PRESIDENTE KENNEDY,4854,,TUPI,11703-200,GASOLINA,08/12/2023,5.1,,R$ / litro,VIBRA ENERGIA
SE,SP,BARRETOS,AUTO POSTO PAZ BARRETOS LTDA," 23.085.451/0001-74",AVENIDA 23,821,837,CENTRO,14780-320,ETANOL,10/12/2023,4,,R$ / litro,VIBRA ENERGIA
SE,SP,BARRETOS,AUTO POSTO PAZ BARRETOS LTDA," 23.085.451/0001-74",AVENIDA 23,821,837,CENTRO,14780-320,GASOLINA,10/12/2023,5.6,,R$ / litro,VIBRA ENERGIA
SE,SP,SAO BERNARDO DO CAMPO,NEEMIAS AUTO POSTO LTDA," 09.097.013/0001-03",ESTRADA  DO ALVARENGAS,300,,ASSUNCAO,09850-550,ETANOL,08/12/2023,3.7,,R$ / litro,BRANCA
SE,SP,SAO BERNARDO DO CAMPO,NEEMIAS AUTO POSTO LTDA," 09.097.013/0001-03",ESTRADA  DO ALVARENGAS,300,,ASSUNCAO,09850-550,GASOLINA ADITIVADA,08/12/2023,4.9,,R$ / litro,BRANCA
SE,SP,SAO BERNARDO DO CAMPO,NEEMIAS AUTO POSTO LTDA," 09.097.013/0001-03",ESTRADA  DO ALVARENGAS,300,,ASSUNCAO,09850-550,GASOLINA,08/12/2023,4.8,,R$ / litro,BRANCA
SE,SP,JACAREI,MILLENIUM & AUTO POSTO LTDA," 21.994.573/0001-58",RUA RUI BARBOSA,312,,CENTRO,12308-520,ETANOL,07/12/2023,3.5,,R$ / litro,BRANCA
SE,SP,JACAREI,MILLENIUM & AUTO POSTO LTDA," 21.994.573/0001-58",RUA RUI BARBOSA,312,,CENTRO,12308-520,GASOLINA,07/12/2023,4.5,,R$ / litro,BRANCA
SE,SP,PIRACICABA,POSTO DE SERVICOS VILA VERDE DE PIRACICABA LTDA," 21.272.474/0001-62",AVENIDA TRINTA E UM DE MARCO,1303,,PAULICEIA,13424-300,ETANOL,10/12/2023,3.7,,R$ / litro,IPIRANGA
SE,SP,PIRACICABA,POSTO DE SERVICOS VILA VERDE DE PIRACICABA LTDA," 21.272.474/0001-62",AVENIDA TRINTA E UM DE MARCO,1303,,PAULICEIA,13424-300,GASOLINA ADITIVADA,10/12/2023,5,,R$ / litro,IPIRANGA
SE,SP,PIRACICABA,POSTO DE SERVICOS VILA VERDE DE PIRACICABA LTDA," 21.272.474/0001-62",AVENIDA TRINTA E UM DE MARCO,1303,,PAULICEIA,13424-300,GASOLINA,10/12/2023,4.8,,R$ / litro,IPIRANGA
SE,SP,MARILIA,DALLAS BOSQUE AUTO POSTO LTDA," 21.414.527/0001-32",RUA SANTA HELENA,1425,,JARDIM ESTORIL,17514-410,ETANOL,07/12/2023,3.6,,R$ / litro,IPIRANGA
SE,SP,ATIBAIA,REDE DOM PEDRO DE POSTOS LTDA.," 20.415.295/0029-75",RODOVIA FERNÃO DIAS,SN,KM 28,CHACARA FERNÃO DIAS,12954-000,ETANOL,07/12/2023,3.9,,R$ / litro,IPIRANGA
SE,SP,ATIBAIA,REDE DOM PEDRO DE POSTOS LTDA.," 20.415.295/0029-75",RODOVIA FERNÃO DIAS,SN,KM 28,CHACARA FERNÃO DIAS,12954-000,GASOLINA,07/12/2023,4.8,,R$ / litro,IPIRANGA
SE,SP,LINS,AUTO POSTO TAKAO LINS LTDA," 23.013.413/0001-06",RUA   JOÃO MOREIRA DA SILVA,1100,,JARDIM AMERICANO,16400-660,ETANOL,10/12/2023,3.9,,R$ / litro,BRANCA
SE,SP,LINS,AUTO POSTO TAKAO LINS LTDA," 23.013.413/0001-06",RUA   JOÃO MOREIRA DA SILVA,1100,,JARDIM AMERICANO,16400-660,GASOLINA,10/12/2023,4.9,,R$ / litro,BRANCA
SE,SP,PRAIA GRANDE,AUTO POSTO DELTA PAQUETA LTDA," 23.572.218/0001-16",AVENIDA DOUTOR ROBERTO DE ALMEIDA VINHAS,11545,QUADRA44                  LOTE  9  10  11 E 12      ANEXO POSTO,CAICARA,11706-600,ETANOL,08/12/2023,4,,R$ / litro,RAIZEN
SE,SP,PRAIA GRANDE,AUTO POSTO DELTA PAQUETA LTDA," 23.572.218/0001-16",AVENIDA DOUTOR ROBERTO DE ALMEIDA VINHAS,11545,QUADRA44                  LOTE  9  10  11 E 12      ANEXO POSTO,CAICARA,11706-600,GASOLINA ADITIVADA,08/12/2023,5.3,,R$ / litro,RAIZEN
SE,SP,PRAIA GRANDE,AUTO POSTO DELTA PAQUETA LTDA," 23.572.218/0001-16",AVENIDA DOUTOR ROBERTO DE ALMEIDA VINHAS,11545,QUADRA44                  LOTE  9  10  11 E 12      ANEXO POSTO,CAICARA,11706-600,GASOLINA,08/12/2023,5,,R$ / litro,RAIZEN
SE,SP,RIBEIRAO PRETO,PACE RIBEIRAO AUTO POSTO LTDA," 06.152.536/0001-09",AVENIDA CARAMURU,420,,REPUBLICA,14030-000,GASOLINA,09/12/2023,4.2,,R$ / litro,BRANCA
SE,SP,RIBEIRAO PRETO,PACE RIBEIRAO AUTO POSTO LTDA," 06.152.536/0001-09",AVENIDA CARAMURU,420,,REPUBLICA,14030-000,ETANOL,09/12/2023,3.2,,R$ / litro,BRANCA
SE,SP,GUARULHOS,DALLAS POSTO DE SERVICOS LTDA," 23.500.966/0001-93",AVENIDA SETE DE SETEMBRO,2042,,VILA GALVAO,07064-002,ETANOL,08/12/2023,3.4,,R$ / litro,BRANCA
SE,SP,GUARULHOS,DALLAS POSTO DE SERVICOS LTDA," 23.500.966/0001-93",AVENIDA SETE DE SETEMBRO,2042,,VILA GALVAO,07064-002,GASOLINA ADITIVADA,08/12/2023,4.5,,R$ / litro,BRANCA
SE,SP,GUARULHOS,DALLAS POSTO DE SERVICOS LTDA," 23.500.966/0001-93",AVENIDA SETE DE SETEMBRO,2042,,VILA GALVAO,07064-002,GASOLINA,08/12/2023,4.4,,R$ / litro,BRANCA
SE,SP,MIRASSOL,POSTO MONTE CARLOS INTERIOR EVENTOS LTDA," 21.481.861/0001-09",AV. DR. ANTONIO CANDIDO MOREIRA,24-05,,CENTRO,15130-000,ETANOL,08/12/2023,3.6,,R$ / litro,VIBRA ENERGIA
SE,SP,MIRASSOL,POSTO MONTE CARLOS INTERIOR EVENTOS LTDA," 21.481.861/0001-09",AV. DR. ANTONIO CANDIDO MOREIRA,24-05,,CENTRO,15130-000,GASOLINA ADITIVADA,08/12/2023,5.1,,R$ / litro,VIBRA ENERGIA
SE,SP,MIRASSOL,POSTO MONTE CARLOS INTERIOR EVENTOS LTDA," 21.481.861/0001-09",AV. DR. ANTONIO CANDIDO MOREIRA,24-05,,CENTRO,15130-000,GASOLINA,08/12/2023,4.8,,R$ / litro,VIBRA ENERGIA
SE,SP,FRANCA,AUTO POSTO BARAO DA FRANCA EIRELI," 23.379.418/0001-57",AVENIDA DOUTOR HELIO PALERMO,"3,595",,ESTACAO,14405-130,ETANOL,07/12/2023,3.4,,R$ / litro,BRANCA
SE,SP,FRANCA,AUTO POSTO BARAO DA FRANCA EIRELI," 23.379.418/0001-57",AVENIDA DOUTOR HELIO PALERMO,"3,595",,ESTACAO,14405-130,GASOLINA ADITIVADA,07/12/2023,4.8,,R$ / litro,BRANCA
SE,SP,FRANCA,AUTO POSTO BARAO DA FRANCA EIRELI," 23.379.418/0001-57",AVENIDA DOUTOR HELIO PALERMO,"3,595",,ESTACAO,14405-130,GASOLINA,07/12/2023,4.5,,R$ / litro,BRANCA
SE,SP,BIRIGUI,REDE BRISAS PREMIUM COMERCIO DE COMBUSTIVEIS EIRELI," 24.786.919/0001-10",AVENIDA NELSON CALIXTO,458,,NOVO PARQUE SAO VICENTE,16200-320,ETANOL,10/12/2023,3.6,,R$ / litro,BRANCA
SE,SP,BIRIGUI,REDE BRISAS PREMIUM COMERCIO DE COMBUSTIVEIS EIRELI," 24.786.919/0001-10",AVENIDA NELSON CALIXTO,458,,NOVO PARQUE SAO VICENTE,16200-320,GASOLINA ADITIVADA,10/12/2023,5.2,,R$ / litro,BRANCA
SE,SP,BIRIGUI,REDE BRISAS PREMIUM COMERCIO DE COMBUSTIVEIS EIRELI," 24.786.919/0001-10",AVENIDA NELSON CALIXTO,458,,NOVO PARQUE SAO VICENTE,16200-320,GASOLINA,10/12/2023,5.1,,R$ / litro,BRANCA
SE,SP,MAUA,ECO POSTO PIT STOP LTDA," 22.988.259/0001-25",AVENIDA QUEIROZ PEDROSO,410,,JARDIM PEDROSO,09370-360,ETANOL,07/12/2023,4,,R$ / litro,IPIRANGA
SE,SP,MAUA,ECO POSTO PIT STOP LTDA," 22.988.259/0001-25",AVENIDA QUEIROZ PEDROSO,410,,JARDIM PEDROSO,09370-360,GASOLINA ADITIVADA,07/12/2023,5.2,,R$ / litro,IPIRANGA
SE,SP,MAUA,ECO POSTO PIT STOP LTDA," 22.988.259/0001-25",AVENIDA QUEIROZ PEDROSO,410,,JARDIM PEDROSO,09370-360,GASOLINA,07/12/2023,5,,R$ / litro,IPIRANGA
SE,SP,LIMEIRA,COOPERCITRUS COOPERATIVA DE PRODUTORES RURAIS," 45.236.791/0103-16",AVENIDA DR HIPOLITO PINTO RIBEIRO,377,BLOCO 4,BAIRRO DOS PIRES,13486-321,ETANOL,09/12/2023,3.5,,R$ / litro,IPIRANGA
SE,SP,LIMEIRA,COOPERCITRUS COOPERATIVA DE PRODUTORES RURAIS," 45.236.791/0103-16",AVENIDA DR HIPOLITO PINTO RIBEIRO,377,BLOCO 4,BAIRRO DOS PIRES,13486-321,GASOLINA ADITIVADA,09/12/2023,5,,R$ / litro,IPIRANGA
SE,SP,LIMEIRA,COOPERCITRUS COOPERATIVA DE PRODUTORES RURAIS," 45.236.791/0103-16",AVENIDA DR HIPOLITO PINTO RIBEIRO,377,BLOCO 4,BAIRRO DOS PIRES,13486-321,GASOLINA,09/12/2023,4.8,,R$ / litro,IPIRANGA
SE,SP,SANTO ANDRE,AUTO POSTO RAMALHÃO III LTDA," 22.658.197/0001-93",AV LINO JARDIM,223,,VILA BASTOS,09041-031,ETANOL,07/12/2023,3.7,,R$ / litro,IPIRANGA
SE,SP,SANTO ANDRE,AUTO POSTO RAMALHÃO III LTDA," 22.658.197/0001-93",AV LINO JARDIM,223,,VILA BASTOS,09041-031,GASOLINA ADITIVADA,07/12/2023,5.3,,R$ / litro,IPIRANGA
SE,SP,SANTO ANDRE,AUTO POSTO RAMALHÃO III LTDA," 22.658.197/0001-93",AV LINO JARDIM,223,,VILA BASTOS,09041-031,GASOLINA,07/12/2023,4.7,,R$ / litro,IPIRANGA
SE,SP,ARACATUBA,AUTO POSTO RONDON JUSSARA LTDA," 22.009.462/0001-02",RUA MARCOS TOQUETAO,768,,JUSSARA,16021-345,ETANOL,08/12/2023,3.5,,R$ / litro,VIBRA ENERGIA
SE,SP,ARACATUBA,AUTO POSTO RONDON JUSSARA LTDA," 22.009.462/0001-02",RUA MARCOS TOQUETAO,768,,JUSSARA,16021-345,GASOLINA ADITIVADA,08/12/2023,5,,R$ / litro,VIBRA ENERGIA
SE,SP,ARACATUBA,AUTO POSTO RONDON JUSSARA LTDA," 22.009.462/0001-02",RUA MARCOS TOQUETAO,768,,JUSSARA,16021-345,GASOLINA,08/12/2023,4.9,,R$ / litro,VIBRA ENERGIA
SE,SP,JACAREI,AUTO POSTO JARDIM SAO PAULO II LTDA," 26.334.165/0001-93",AVENIDA MARIA AUGUSTA FAGUNDES GOMES,61,,RESIDENCIAL SAO PAULO,12322-300,ETANOL,07/12/2023,3.7,,R$ / litro,RAIZEN
SE,SP,JACAREI,AUTO POSTO JARDIM SAO PAULO II LTDA," 26.334.165/0001-93",AVENIDA MARIA AUGUSTA FAGUNDES GOMES,61,,RESIDENCIAL SAO PAULO,12322-300,GASOLINA ADITIVADA,07/12/2023,4.9,,R$ / litro,RAIZEN
SE,SP,JACAREI,AUTO POSTO JARDIM SAO PAULO II LTDA," 26.334.165/0001-93",AVENIDA MARIA AUGUSTA FAGUNDES GOMES,61,,RESIDENCIAL SAO PAULO,12322-300,GASOLINA,07/12/2023,4.7,,R$ / litro,RAIZEN
SE,SP,SUMARE,CAPPELLI & ALVES AUTO POSTO LTDA," 20.459.425/0001-70",AVENIDA EMILIO BOSCO,1223,,PARQUE YOLANDA (NOVA VENEZA),13179-180,ETANOL,10/12/2023,3.5,,R$ / litro,BRANCA
SE,SP,SUMARE,CAPPELLI & ALVES AUTO POSTO LTDA," 20.459.425/0001-70",AVENIDA EMILIO BOSCO,1223,,PARQUE YOLANDA (NOVA VENEZA),13179-180,GASOLINA ADITIVADA,10/12/2023,4.5,,R$ / litro,BRANCA
SE,SP,SUMARE,CAPPELLI & ALVES AUTO POSTO LTDA," 20.459.425/0001-70",AVENIDA EMILIO BOSCO,1223,,PARQUE YOLANDA (NOVA VENEZA),13179-180,GASOLINA,10/12/2023,4.5,,R$ / litro,BRANCA
SE,SP,PINDAMONHANGABA,AUTO POSTO CONFIANCA PINDAMONHANGABA LTDA," 26.201.564/0001-86",AVENIDA NOSSA SENHORA DO BOM SUCESSO,1084,,ALTO DO CARDOSO,12420-010,ETANOL,10/12/2023,3.8,,R$ / litro,RAIZEN
SE,SP,PINDAMONHANGABA,AUTO POSTO CONFIANCA PINDAMONHANGABA LTDA," 26.201.564/0001-86",AVENIDA NOSSA SENHORA DO BOM SUCESSO,1084,,ALTO DO CARDOSO,12420-010,GASOLINA ADITIVADA,10/12/2023,5.1,,R$ / litro,RAIZEN
SE,SP,PINDAMONHANGABA,AUTO POSTO CONFIANCA PINDAMONHANGABA LTDA," 26.201.564/0001-86",AVENIDA NOSSA SENHORA DO BOM SUCESSO,1084,,ALTO DO CARDOSO,12420-010,GASOLINA,10/12/2023,4.7,,R$ / litro,RAIZEN
SE,SP,ARARAQUARA,TOTALLE AUTO POSTO LTDA," 25.384.281/0001-54",AVENIDA PADRE FRANCISCO SALES COLTURATO,327,,CENTRO,14801-250,ETANOL,08/12/2023,4.3,,R$ / litro,VIBRA ENERGIA
SE,SP,ARARAQUARA,TOTALLE AUTO POSTO LTDA," 25.384.281/0001-54",AVENIDA PADRE FRANCISCO SALES COLTURATO,327,,CENTRO,14801-250,GASOLINA ADITIVADA,08/12/2023,5.8,,R$ / litro,VIBRA ENERGIA
SE,SP,ARARAQUARA,TOTALLE AUTO POSTO LTDA," 25.384.281/0001-54",AVENIDA PADRE FRANCISCO SALES COLTURATO,327,,CENTRO,14801-250,GASOLINA,08/12/2023,5.5,,R$ / litro,VIBRA ENERGIA
SE,SP,JALES,AUTO POSTO XINGU AVENIDA - LTDA," 27.244.728/0001-15",AVENIDA JOAO AMADEU,3371,,JARDIM ANA CRISTINA,15700-194,ETANOL,08/12/2023,3.6,,R$ / litro,BRANCA
SE,SP,JALES,AUTO POSTO XINGU AVENIDA - LTDA," 27.244.728/0001-15",AVENIDA JOAO AMADEU,3371,,JARDIM ANA CRISTINA,15700-194,GASOLINA,08/12/2023,4.7,,R$ / litro,BRANCA
SE,SP,CUBATAO,AUTO POSTO MIRALDO EIRELI," 27.091.038/0001-73",AVENIDA JOAQUIM MIGUEL COUTO,1170,,VILA PAULISTA,11510-010,ETANOL,10/12/2023,3.7,,R$ / litro,ALESAT
SE,SP,CUBATAO,AUTO POSTO MIRALDO EIRELI," 27.091.038/0001-73",AVENIDA JOAQUIM MIGUEL COUTO,1170,,VILA PAULISTA,11510-010,GASOLINA,10/12/2023,4.5,,R$ / litro,ALESAT
SE,SP,SALTO,POSTO DOIS MIL SALTO LTDA," 24.173.688/0001-70",RUA JAPAO,1014,,JARDIM DAS NACOES,13322-200,ETANOL,10/12/2023,3.8,,R$ / litro,RAIZEN
SE,SP,SALTO,POSTO DOIS MIL SALTO LTDA," 24.173.688/0001-70",RUA JAPAO,1014,,JARDIM DAS NACOES,13322-200,GASOLINA ADITIVADA,10/12/2023,5.1,,R$ / litro,RAIZEN
SE,SP,SALTO,POSTO DOIS MIL SALTO LTDA," 24.173.688/0001-70",RUA JAPAO,1014,,JARDIM DAS NACOES,13322-200,GASOLINA,10/12/2023,4.9,,R$ / litro,RAIZEN
SE,SP,HORTOLANDIA,SAO VICENTE COMERCIO DE COMBUSTIVEIS LTDA," 04.033.227/0002-75",AVENIDA SANTANA,1150,,JARDIM AMANDA I,13188-000,ETANOL,09/12/2023,3.6,,R$ / litro,IPIRANGA
SE,SP,HORTOLANDIA,SAO VICENTE COMERCIO DE COMBUSTIVEIS LTDA," 04.033.227/0002-75",AVENIDA SANTANA,1150,,JARDIM AMANDA I,13188-000,GASOLINA ADITIVADA,09/12/2023,4.9,,R$ / litro,IPIRANGA
SE,SP,HORTOLANDIA,SAO VICENTE COMERCIO DE COMBUSTIVEIS LTDA," 04.033.227/0002-75",AVENIDA SANTANA,1150,,JARDIM AMANDA I,13188-000,GASOLINA,09/12/2023,4.7,,R$ / litro,IPIRANGA
SE,SP,RIO CLARO,AUTO POSTO FRANCO & FRANCO LTDA - ME," 17.090.455/0001-48",AVENIDA 17 JW,509,,JARDIM BOM SUCESSO,13503-690,ETANOL,08/12/2023,3.4,,R$ / litro,BRANCA
SE,SP,RIO CLARO,AUTO POSTO FRANCO & FRANCO LTDA - ME," 17.090.455/0001-48",AVENIDA 17 JW,509,,JARDIM BOM SUCESSO,13503-690,GASOLINA,08/12/2023,4.4,,R$ / litro,BRANCA
SE,SP,JACAREI,POSTO DE SERVICOS SAO JORGE SALVADOR LTDA.," 22.526.323/0001-56",AVENIDA SAO JORGE,17,,CIDADE SALVADOR,12312-000,ETANOL,07/12/2023,3.6,,R$ / litro,BRANCA
SE,SP,JACAREI,POSTO DE SERVICOS SAO JORGE SALVADOR LTDA.," 22.526.323/0001-56",AVENIDA SAO JORGE,17,,CIDADE SALVADOR,12312-000,GASOLINA ADITIVADA,07/12/2023,4.7,,R$ / litro,BRANCA
SE,SP,JACAREI,POSTO DE SERVICOS SAO JORGE SALVADOR LTDA.," 22.526.323/0001-56",AVENIDA SAO JORGE,17,,CIDADE SALVADOR,12312-000,GASOLINA,07/12/2023,4.6,,R$ / litro,BRANCA
SE,SP,ATIBAIA,CENTRO DE SERVICOS FRANGO ASSADO -NORTE LTDA," 02.896.671/0015-03",RODOVIA DOM PEDRO I,S/N,KM 66.7,ESTANCIA SANTA MARIA DO LARANJAL,12953-000,ETANOL,07/12/2023,4.1,,R$ / litro,VIBRA ENERGIA
SE,SP,ATIBAIA,CENTRO DE SERVICOS FRANGO ASSADO -NORTE LTDA," 02.896.671/0015-03",RODOVIA DOM PEDRO I,S/N,KM 66.7,ESTANCIA SANTA MARIA DO LARANJAL,12953-000,GASOLINA,07/12/2023,5.1,,R$ / litro,VIBRA ENERGIA
SE,SP,TAUBATE,CARREFOUR COMERCIO E INDUSTRIA LTDA," 45.543.915/0698-90",AVENIDA DOM PEDRO I,3060 L,PARTE I,CAMPOS ELISEOS,12090-000,ETANOL,09/12/2023,3.5,,R$ / litro,BRANCA
SE,SP,TAUBATE,CARREFOUR COMERCIO E INDUSTRIA LTDA," 45.543.915/0698-90",AVENIDA DOM PEDRO I,3060 L,PARTE I,CAMPOS ELISEOS,12090-000,GASOLINA ADITIVADA,09/12/2023,4.7,,R$ / litro,BRANCA
SE,SP,TAUBATE,CARREFOUR COMERCIO E INDUSTRIA LTDA," 45.543.915/0698-90",AVENIDA DOM PEDRO I,3060 L,PARTE I,CAMPOS ELISEOS,12090-000,GASOLINA,09/12/2023,4.5,,R$ / litro,BRANCA
SE,SP,ARARAS,SOTTA ARARAS POSTO DE COMBUSTIVEIS LTDA," 28.236.440/0001-61",AVENIDA ZURITA,377,,JARDIM BELVEDERE,13601-020,ETANOL,09/12/2023,3.6,,R$ / litro,IPIRANGA
SE,SP,ARARAS,SOTTA ARARAS POSTO DE COMBUSTIVEIS LTDA," 28.236.440/0001-61",AVENIDA ZURITA,377,,JARDIM BELVEDERE,13601-020,GASOLINA ADITIVADA,09/12/2023,4.7,,R$ / litro,IPIRANGA
SE,SP,ARARAS,SOTTA ARARAS POSTO DE COMBUSTIVEIS LTDA," 28.236.440/0001-61",AVENIDA ZURITA,377,,JARDIM BELVEDERE,13601-020,GASOLINA,09/12/2023,4.7,,R$ / litro,IPIRANGA
SE,SP,SUMARE,POSTO AUTOMOTIVO PORTAL DE SUMARE LTDA," 23.085.513/0001-48",RUA ANESIO LANATTI,41,: XXXXXXXXXXXX;,VILA VALLE,13174-020,ETANOL,10/12/2023,3.7,,R$ / litro,IPIRANGA
